ASWDIFD_S,ASWDIR_S,ASWDIRN_S,Temp_10_m
132.60379601559524,293.76734041550174,762.2990979367503,134.01079031504005
174.65134358309842,368.2879083912665,496.3386976378173,133.98022802690565
163.72239107816827,414.27917944497955,505.8101812083055,131.37153669163303
82.50130922242317,308.98380335226625,7.241732826164057,134.5110662478085
165.92883253934113,14.277674810031005,761.3893397135951,137.31870089893863
57.51746851974258,117.24422131670016,601.2914934165278,130.78449837767076
227.93826084348225,220.80303488600515,273.0341435049332,132.7233857814533
195.80159699558746,4.78630216438056,682.5393774518225,131.59331777278007
203.35134995254987,421.7908147960411,507.7525314029691,138.61701804116097
83.85840623050538,257.5020902753854,459.18065379878004,136.30922231280275
195.29405354010737,87.64418446833051,585.8008776972308,139.28744725191012
97.78152938421343,225.98333143945695,663.5614444185054,136.38047256096564
240.76970951308266,145.9001004083467,396.0194310049919,131.08958122723612
141.5712901099212,289.1369816123461,519.9029715061771,134.9332579469298
248.0399237179343,177.31726912505698,558.3508944259138,133.04546052486685
122.97715729209955,176.8761670579867,548.2410373514525,134.42821766919826
151.39808186160536,82.6152423530543,60.09138804022832,133.88393745687668
169.46811966908055,188.775330807055,132.11079049145724,138.6062181023124
48.45635714917612,17.983400192212365,191.87179844642532,134.82357868718088
148.83888285457027,306.9669107187208,876.0331821598902,133.2057243739237
239.67264797563905,194.09742050354544,654.0330313632203,131.6560152076699
123.5914699996939,93.86411955204944,145.29329902404368,131.5259779412589
254.79070202798644,418.95991702266826,818.4896580255154,139.0389653364822
212.6618602633645,272.00840036642444,413.3981492300198,133.74593260542036
120.86010306177346,358.9321312576136,763.2675683573411,137.5761113849038
74.56762529683081,59.97546222849621,137.8907103092763,138.8223942071387
147.528177441285,204.13020792248884,537.2090001541378,139.1895402030496
101.19787273624735,52.4381048020185,645.9176421306529,138.70236248611818
239.89070164010295,19.83364260238283,249.67147399399582,132.01933373162944
218.33309016069015,408.0193840678415,174.9758284261967,135.45221599919887
56.41612959746932,279.0811191449965,582.4196326302682,134.5089520043907
163.1682446889079,364.9284307558123,407.9588858856431,137.6665828237938
156.7169697744397,299.2291488483485,9.768576541907356,133.58472646613916
255.6185250817114,100.25479247221615,198.489739277196,137.3459277670254
72.72435704470783,35.32967779212387,159.30543667953654,131.1010694963533
213.51678566583374,378.3847337064092,543.7604246491361,134.352070745631
222.73369539626975,121.98326968045136,528.3160479542503,135.27693619106827
77.87590952728677,414.9296308082513,222.36577053715493,137.9090990453942
148.28405793627445,129.2495818889162,364.23870306416416,135.87668298585024
166.55291142682992,413.58676001993575,151.59379823313753,133.36207828144762
112.32857577398507,175.34055802121748,194.3425711277815,133.43293455571768
190.92431538888738,84.35609002585909,163.99778116644674,130.85024681689117
203.54167341119606,40.97900953653699,773.7745142396893,137.51095683127818
237.13778093829401,61.706193269085055,824.575158822017,135.65752813366538
55.56168014773073,56.45605632652315,302.4686805457947,135.57168271581216
44.88095611432909,182.52352977284426,424.27575243341124,131.44382207145696
85.96475874175377,50.91627501034617,492.1658235579154,136.5760647909281
124.56292091484109,354.5103920182224,372.42064403087875,134.3922513005988
232.57678455574344,60.60115321358885,729.7820226123044,139.11397104274565
220.16231342315112,227.5993481710607,459.9493983269989,134.48985330378696
148.99557062814657,297.0162465777478,510.11129145325623,131.4936219379909
124.63901173469249,160.67419128398288,346.27140578266915,132.32049905974358
28.096514370855733,332.3269307444402,786.9500218098486,136.70286480371405
117.03726784754531,110.01079264384224,128.43921919064272,134.9036796108148
37.06862019753018,125.95204571676358,88.63823739326001,137.61650234421558
99.19180686621696,117.26020357994831,333.99464319825165,135.90302605441852
165.38164087337714,299.2174826612903,100.79091870059054,131.1234252569501
181.51216339664418,5.308377044334152,590.4711233158733,139.09382646964826
106.05685444818755,352.7640758529359,116.44575501722167,137.52293331967343
84.51518655975605,418.3525170220012,587.099251862077,135.8102527810193
121.26227933529772,29.54755907515418,754.2615432200521,131.18809399039588
18.24382243457759,17.711498162820313,145.72676250938707,138.92146213103814
145.08837388426,413.1730529227289,398.2407407217912,134.21314113201768
49.633242879350426,163.92226331985697,39.00272567212091,133.26668829270088
208.48917623566095,286.61622077203646,370.1849834026737,131.65340774420937
212.1502631041552,159.33278605203208,855.7284831310102,134.59595430015546
24.477654536101124,212.5730229427398,530.9420218945783,137.14825903352258
191.65161970003282,66.6965622740143,465.28187424097086,137.5109773818097
208.07972148585543,215.46038227066222,109.15509534709092,132.88543422198157
71.99452942252233,115.5770797509718,572.6006566349917,134.63330868105135
202.68942015252802,353.8727760081465,739.4156824602073,139.31482072137567
99.0724801760631,99.85457130076132,747.3063331984681,133.2839070009538
239.60523100145724,368.04048044880557,67.32042513063064,139.0047236005756
130.1928133604279,330.3933240825374,217.48733352776023,133.2441821904294
71.16152855580415,207.70439703594263,534.2117567639983,134.56906250508143
71.32087827532892,239.77972864169573,475.42030663261613,135.4041874196502
25.265814521427764,374.29379986185216,317.0744912460506,132.72106276971311
154.58001540489357,137.63124548005717,822.3452035910432,137.69071539469226
156.03177180890432,372.45140825096985,702.4640058781841,131.17133912901718
210.64331309252515,384.0557707460651,684.8650006425189,135.06332700759026
34.22873463764205,219.571587414271,810.3724946666941,136.9725311525893
252.48840983346236,419.814298139675,187.5986393430342,133.7143040930578
112.21579100090484,224.70218701557218,750.6653558412874,133.4712444529155
84.0413192434999,106.9124258799673,95.65229487212251,136.7867335553149
91.98922892322395,42.07942256068013,343.7732349315665,136.19636101387746
206.21898142341166,383.9051971248541,511.1803299789943,135.04014768648406
231.0919735651744,16.34660392148046,552.8071777199622,132.12031775800082
81.29131893813948,8.265016524531672,384.9100660511799,134.44315169314598
258.13507096638057,228.6821715136321,784.4121326905661,139.1582235160963
204.77239134596212,410.101014947399,648.8778111353348,135.20526585028185
153.5151324071743,145.12255483213625,554.0802720721452,137.1776873844566
104.44735291383462,408.19540859022027,359.48123570743144,135.31511827374317
100.18515375618668,83.52438668052461,561.4102635795742,134.25170327341826
244.74958647577805,382.73325636520474,682.404914241052,134.0530263882273
255.99999787503205,34.72441702600449,292.13128785016283,131.87815666309132
73.45793798880219,177.56741501695646,297.79809676395917,135.9739719583349
69.9358376673373,360.96216664493136,876.0342995955034,138.59250701897912
110.0416653453665,334.71102587066326,269.3612638536092,131.46488622432224
248.47859205975985,113.87527081795162,421.663455062879,131.92609117220013
199.7857166478061,52.80429257751331,616.6669189722936,132.21215130914675
203.69280769204292,233.79151786075124,152.19639563778813,134.91351318009495
218.0329698619517,13.769952282719611,310.0003181080859,131.4305091899427
146.2022635962877,43.77923516359796,289.29095566525393,133.43281348683772
33.00913450084182,179.16966569349762,585.6645364502547,137.615517330702
212.2461925523828,167.4459224947746,269.2400003657248,130.8821131773409
94.0019551408926,42.156929398345014,210.44911484884196,133.11240744063497
82.86779144015354,358.7656255021807,590.5735749932242,138.58359271231285
15.821941585423893,324.32634222150926,612.1447918521582,135.03333039699714
136.269935271587,50.044666822197904,787.9586724403144,135.02102646712072
157.70746051168607,260.9609365997478,362.69225743611787,130.76666720021325
228.5452265252445,348.6298487143572,151.39683568517768,132.55002688076286
106.81581904026132,134.8150795993139,628.4666327067657,134.22892401934203
193.22977950074267,379.70200422810734,296.68843752307106,136.92586040569674
154.51017107761353,48.17366401058142,662.1057931673895,130.91521396468278
229.8653081731393,299.10802014939605,482.4952331190952,136.37158657283356
82.73496149858303,155.22540361829698,346.92792352631926,131.13469005751278
206.51193531405326,80.3064976765149,299.4521276758449,132.78852665965357
240.18883025070014,31.065060384864804,391.81480611963764,135.08765217718124
157.31400073300028,306.70490120110736,41.3466372123061,132.0191136165381
137.91547367298745,169.00164939569103,56.586597861879305,133.54147950191884
11.684197333403544,78.9896273942011,344.3247734404149,131.64161057053371
34.78446447991084,33.73647722035498,46.48627825311289,134.77861335866308
29.433040189236802,41.04074960272623,112.62280091672483,136.04584206728492
142.2628044920168,155.5539338340658,2.492611615688941,133.0051286068723
230.7850053021791,202.84993602485213,831.644077987596,133.0676421055141
136.09247946850553,70.247752934107,729.8193190206608,135.13856797273502
146.0008330946346,335.9150007985004,308.9798687054322,133.32111173962574
75.17361245071805,19.26620884839586,394.1202210564426,133.7670337316079
76.96598886792992,378.012640555549,190.58395638561265,133.78585964624662
185.27430502390038,127.89495324214919,688.1392421222065,132.14155935608514
116.75416185301668,168.83860337658066,275.1791765583557,135.30250545423286
94.65874967629301,399.02624632303383,661.8280554679272,131.78778462232302
79.17212834565245,416.7160952492195,103.22930382571633,133.58937420570152
30.523487995194593,132.4533902722153,370.42815677466035,133.37833956684065
180.37979008059114,204.92726062145488,222.5369435339351,132.57310606862998
179.5664839264034,346.4259157105473,18.671199741515466,139.31372149868628
74.19247453992898,291.640025449629,323.2019657296992,138.5747914293132
47.96237760216067,118.43905366893205,434.65540482372586,137.0972410895934
47.78583996655769,28.14883465030764,432.9518413932205,136.22486333163957
212.17603458100032,352.3496700233831,373.7275906503047,134.02537059408056
217.96351137119413,243.44409237800488,518.5127470435776,132.2119883829502
157.70732697050846,113.15664854512985,61.57087045883986,138.23754626526693
42.80396660035785,302.2111888996468,244.9063573027624,134.71570307687577
125.77159744391376,355.04572910795116,481.79879546492936,139.17040789893713
7.444784505294618,406.96217426014255,815.9113139005442,136.0892869122581
67.97903051967236,259.68002893232665,62.29748659793719,131.77477453436984
23.9731321319544,245.86324165686855,289.70916558405366,133.18633874957843
47.26032554583152,86.99413478690636,273.22716930974053,135.02899838619663
213.4175676151206,376.20934910653415,600.2550750428521,132.90299953602624
174.44502239073952,139.71156716214588,386.26785714386085,132.0350053337775
51.96757754915191,246.9371940209448,778.6069515899687,132.11705419404103
78.10625528375144,0.8063234909439772,339.8487806350108,134.9682728921241
119.1692285625547,293.70154882812636,591.1491562068443,136.30539471273107
72.23883813801558,94.15617367949288,476.7114670808267,139.13395925230853
165.52270388605555,299.91325885195033,233.90443067409498,135.34234649618782
34.234739098648085,89.52116272762069,400.4521896735917,137.54109326916202
8.401977512077176,274.0140065023962,649.8037302926685,133.30433812332322
127.30276686451631,397.1622017279654,828.8996197425336,137.9500706256477
130.36872432040255,77.37749587984926,762.4788612972278,139.19722475393166
191.79150995245686,306.109102245655,435.995746758869,130.72802394070374
152.99830512855766,69.59320026219243,794.9348662485373,135.77105639392923
104.05560844902544,340.96536465009297,852.5838659721021,131.89311589963032
146.44972053863293,105.17127306510045,47.574305684437064,133.96104337952445
126.30584369836397,294.4010975359279,258.1192821057499,134.11047041588364
202.59216071284905,189.33439034421704,749.088910769043,135.50885861146506
81.28017941214931,12.210896809228839,417.03041450200743,138.2986526578452
193.05896242603123,404.8654988469365,451.90834732934894,136.47213873996844
216.71621986427633,269.7070218973088,760.4353700463995,136.09329897216193
19.596342693726882,163.24355649337795,509.8823307382254,138.91135650033735
171.9062330039168,352.17465684702813,698.4218929994653,133.74043318045725
219.99787649630687,412.3769277665145,817.01272913662,138.48921421502354
86.2484507070023,208.56409230449256,405.4496045412038,131.86510972498067
88.0324626780542,250.5791849412272,470.7251727065238,139.1868553874425
102.5554327693353,196.83850752109169,873.811420238874,136.67609204077087
119.91025266102183,380.7024328294389,315.7922598268109,136.8989446309964
180.9280118682337,117.49101307521313,175.0898948930938,138.22266672316954
39.922919543152354,121.05305860547529,462.66538598720325,131.9974905610048
25.320130401826095,341.65196465954824,294.02365512187606,133.01088488852812
216.01914692418663,288.29587774481587,228.53350429291044,133.5559517817061
159.44416587468993,191.34761151294651,188.39431079590253,134.2769337759467
8.612643894207173,198.46705378774203,718.3359789595673,139.16896211276574
113.82799833243598,51.314617413265076,571.4992630587107,135.81099091943037
196.431947164399,35.508420513778944,530.0384829409095,132.11911934089284
79.2380052256962,395.53919216682186,839.6675409471418,136.14353512020188
45.44477116563788,101.11001288377827,94.29480051359948,133.7304786233011
151.7683789454154,294.22237951622964,171.77380118469836,136.87870217030647
114.49828681828164,244.50849298799545,777.5739045144372,134.41504486706262
20.35834726445465,48.17028038615719,286.37547214603416,138.5863257154779
165.37840348009743,411.9704458715844,682.2581412260072,135.7118620572628
196.38132919894994,299.0373965941444,572.2662416191558,138.45872196655768
67.10115143834886,294.80387098255983,177.9741425536324,138.0668976687511
248.47174629118982,191.36010264285255,433.0633986361598,136.28679006400287
157.72054906133,37.01713020836744,762.4990809391201,131.1289114506767
159.81803988695737,364.9564841349229,730.3261867824536,137.7898950132346
154.45464592354784,38.103318234600984,812.1257771057814,135.58655886034134
159.59848111117932,317.7528069510943,567.6236701833196,133.45946655825287
215.32924207762548,131.86208564668124,311.917302429701,131.6571726876863
227.48462946240198,374.23068699718175,44.80804678174971,132.9318667035882
74.51231603591911,186.05441152539416,563.1231154487576,137.49866859483936
96.73005293003035,50.04432585638349,558.2673765713582,131.62728039805393
199.2569426290695,284.5866946422734,417.33785209919466,130.76410103212788
40.71615424229424,411.37093395247666,549.3604337011718,132.28424704795606
237.88264949000686,369.64866645881057,75.69055228803172,131.61622571473697
48.638591949750676,373.0869745137267,194.39363386509626,139.07796913352544
217.59087869744062,419.44819174362465,88.83541635200777,134.52776004878774
41.37003322599371,270.08727882426257,338.27666445353395,135.62587349993896
176.39068163494176,316.81503727445505,768.580800961289,131.979965611056
40.87790532360803,297.07706499639704,833.9512198504217,130.96007755255138
68.61813791425952,277.44003028754315,412.53872886059884,130.90006123315442
26.5257313728507,70.75497562826475,500.3292132875496,135.9455671394684
212.8731339754065,310.81051423474935,161.32731277307963,137.93494634348792
223.85622584116064,415.85431357464853,425.34865022675064,131.23211398966623
170.33786623570433,136.60836813321885,454.87589366443507,133.9968737764816
41.41902788819172,175.67762590084806,717.0611636996642,132.39474168759665
88.54009915535958,122.83534894207537,584.8236232174293,134.37597911024142
171.9898947596781,93.14810326577626,68.03867094150802,137.45559531332407
218.26930713304247,34.184508433158065,630.4899387211985,135.33380555218312
31.90964605577347,140.3293591831472,648.8233247168029,136.1354410269774
109.2212623218021,358.83532952080816,493.27984809939846,130.9854084787226
100.73690234278743,363.4324585603409,10.072798824825878,139.2377817310466
248.61901919058454,371.3510263173695,180.6698392974479,137.58395826055212
258.27592307919633,367.47795684475636,58.349888615149126,138.58905732764418
176.76622283983784,246.15490069041883,516.4170752704138,136.05587362778587
138.5985577248959,399.63039068648794,814.4741863515583,134.34847508813237
88.78892204826099,128.5151289621916,128.7646946178263,136.52624382756102
135.25414296495003,412.2604742322032,48.19525030022838,137.76662051767246
98.443421851761,251.83624728958435,472.9621366660007,133.7674684892883
101.97384380840283,320.7759592000556,774.7354627579575,132.73927976404184
192.54170692180256,161.741437161024,476.99994166619877,138.1644056337652
94.67533636157708,275.0491908735338,486.38842236270733,136.91939872431496
71.50604946256652,105.70591102167155,624.6047201248518,134.3790390467836
39.48500803768099,354.57806553918925,817.1541002487294,136.12030952479944
86.31598507741568,44.74995510885394,253.26610308120422,132.04872065483133
152.62102731903965,224.6595965539379,843.3300293112186,138.1637351644905
207.88698216800728,261.9470978180273,493.4497591686014,138.69463501188744
215.96249300045258,135.8400255714162,804.281777782741,134.33591029399167
155.39958155930447,369.4221987891989,864.1617503463842,138.69256563507736
164.96580262329394,160.28410452923606,441.6108753878272,131.23850304709057
257.57135387613994,169.5285618691147,239.83823529187995,139.1620547501086
13.557003795487454,354.0107433764649,579.7853645375287,132.6635587781478
183.72206881527643,21.382269417503615,403.74339090210907,138.37605788915943
36.98607851561345,231.31834097229532,678.1793336604183,135.98593337871816
25.437702308947635,169.22242067443318,642.5200506847304,133.1589715419703
75.51121859259221,411.1139921294082,369.82539855035515,135.07775810617125
67.28918742092762,185.91709322759598,704.3378788718835,135.4847693605386
116.60206813588955,145.12311668444497,198.7225710874494,131.11543095259003
111.64699309065983,2.130942670102649,741.9880874025811,136.18214281232102
133.16065481576715,99.15909326861004,870.8602619984104,133.50798953721335
53.22792135591187,203.34547321301523,587.6608340580591,130.941976951257
142.96548084975097,95.82742674829446,397.4743352146495,130.99383012458708
155.2984337037079,33.44049728581925,875.2507402185166,137.37759970358636
15.974831349392744,367.36580339014256,529.5507283213283,130.98057228293985
155.11973822323782,209.37044542861656,430.33029452745393,131.45010648719736
61.13439646885546,98.47839792738674,690.934163574209,132.28286426102153
17.403460641831366,321.2853031510484,207.00248591940368,133.9247029837771
211.16647234912338,78.01471207712758,39.45627339696732,133.7293756530801
204.23988501933465,128.9057185151059,596.8928786953559,136.46140866757352
185.63381364150263,418.53611801691096,478.99099864820033,131.01176828838615
42.52391698453105,301.5364042848239,354.66692810778903,138.07485434824042
254.38587273601166,157.71554967408542,399.5203911769364,135.2830858071047
81.5687331270338,11.660554032427035,387.64854482229384,130.90698452482007
105.39807705648587,411.52842360165783,567.4263558559749,130.88231399539322
17.268154493844314,186.03723775200322,485.604590838128,133.81285811010093
108.0546295497195,253.17888466784214,859.9699000734712,138.7899657955565
16.725812388285043,336.9284481054446,655.1492047779433,136.2909326271273
141.74654186539553,240.1309297404582,586.9272449544991,133.36625520496608
185.6766877506069,169.09167963483628,450.3467145679959,132.45185843153695
83.47036739483427,414.1178433653311,130.26328935736225,132.7605278283643
184.20791724539495,404.12737770072647,691.0262813347362,137.2777121021332
28.0643996136863,163.64162100265366,672.9769200920023,135.645502991413
110.66492959967374,270.3272356951774,855.7105000479462,137.58749795327853
91.98256263337929,334.4004308377702,510.2357340200712,133.25932535323233
143.66668378136214,406.09009609085825,42.462978543796766,134.1436436349288
230.23748686300345,290.54059019843714,285.9185654828849,137.85913117633146
20.476674398451273,196.87715467425883,263.17788503348913,130.71028784818236
201.0680324508299,421.36367023623774,735.9833826728342,134.298765210248
85.05581476824801,44.417270562691115,765.8374244673969,131.52409861997296
70.27964263698652,314.7260630765846,550.3775161635771,139.1917569662873
134.43866813175816,179.61449922372705,602.2616705398794,134.88337309785516
77.44040204732006,264.85529053275053,858.3894135015912,135.3176157580058
226.92950761449634,232.88436842676597,331.32172589897596,132.95833104448963
222.4003503143366,418.8378797885927,57.06485718542906,138.53885245395674
155.56606016017088,386.8829948336096,232.0740271648142,135.99678928775077
7.614537798461347,254.50626000314045,306.19983389425295,132.88896291975118
152.6633105292097,106.1646056433491,212.19721298902644,131.80541062759787
179.04393279654767,291.6902397924493,508.6590422726978,133.161736719356
219.46983940367696,98.10257407995627,427.0628383883831,132.35961543210442
175.17681533896777,30.11118099620674,189.389422009693,131.43770607255718
31.754837398725495,286.4565807153689,513.9586970153033,136.9762320414699
209.9895372580536,391.24265942902457,502.70053491890667,132.8402435049362
26.880272315308975,139.2355666362216,425.9866140590445,131.21085444521017
164.886385666123,71.06800700516413,11.673347058865255,134.94906174712813
11.674211781654845,137.7489059247727,421.1612462777259,133.28107596817472
164.31140448921462,332.905883399225,521.3272357480279,138.0845597220929
183.29716594623739,54.05025033565918,294.92892250687834,135.25227025877496
44.08099307453366,241.6047328243343,212.26634120152215,130.9306037486906
131.4495569389497,193.71363927800962,41.59578966242653,133.63914687463904
230.74315818700447,85.29083497439272,274.63661074347164,133.3772994663609
251.92274082056483,1.9892742921690254,691.7737913872812,138.12050491770356
109.48387755586674,55.822399171151154,3.925938066065698,131.44138656581106
104.43223804460703,95.65756321767138,109.18170185793744,136.13594480449746
134.68384301509585,292.74977887673447,474.9102130615809,133.9123985600006
37.11845994698838,51.971317571812385,680.3401392758817,137.3979416402838
59.327674648927925,207.6580765570051,333.66671779659276,138.94933285411759
196.66700035281158,255.39761649298885,324.3666542551,138.6990908395064
172.4815668588965,28.754100767378915,179.27620031381193,133.77136283775198
